review_id,order_id,review_score,review_comment,estimated_delivery_date,actual_delivery_date,review_date
R002293,O003239,3,"Product is okay, average quality.",2023-05-04,2023-05-07,2023-05-11
R002294,O003240,4,Exactly as described. Very happy.,2024-02-28,2024-02-28,2024-02-29
R002295,O003241,4,"Great product, fast delivery!",2023-07-24,2023-07-23,2023-07-24
R002296,O003242,5,"Excellent quality, will buy again.",2023-07-27,2023-07-25,2023-07-29
R002297,O003244,3,"Product is okay, average quality.",2025-01-01,2025-01-03,2025-01-07
R002298,O003246,5,Loved it!,2024-02-18,2024-02-16,2024-02-17
R002299,O003247,5,Good value for money.,2023-03-30,2023-03-30,2023-03-31
R002300,O003248,4,"Works fine, nothing special.",2023-05-14,2023-05-17,2023-05-18
R002301,O003249,4,Loved it!,2023-11-17,2023-11-15,2023-11-17
R002302,O003252,3,Decent but packaging could improve.,2023-08-18,2023-08-19,2023-08-22
R002303,O003253,3,Decent but packaging could improve.,2023-03-07,2023-03-09,2023-03-10
R002304,O003254,4,Loved it!,2023-08-15,2023-08-13,2023-08-16
R002305,O003255,3,Delivery took longer than expected.,2024-12-17,2024-12-18,2024-12-22
R002306,O003256,5,Good value for money.,2024-12-10,2024-12-10,2024-12-14
R002307,O003257,2,Decent but packaging could improve.,2023-09-12,2023-09-15,2023-09-16
R002308,O003258,4,"Excellent quality, will buy again.",2024-02-26,2024-02-26,2024-02-29
R002309,O003259,4,"Excellent quality, will buy again.",2024-12-02,2024-12-02,2024-12-03
R002310,O003260,2,Decent but packaging could improve.,2023-01-31,2023-02-02,2023-02-06
R002311,O003261,1,Product quality not as expected.,2024-08-19,2024-08-28,2024-08-31
R002312,O003262,4,Decent but packaging could improve.,2024-12-25,2024-12-28,2025-01-01
R002313,O003264,4,"Product is okay, average quality.",2023-05-29,2023-05-30,2023-06-02
R002314,O003266,5,"Great product, fast delivery!",2024-01-23,2024-01-21,2024-01-25
R002315,O003267,3,Delivery took longer than expected.,2023-01-14,2023-01-15,2023-01-19
R002316,O003268,4,Decent but packaging could improve.,2023-07-29,2023-07-30,2023-08-03
R002317,O003269,2,"Product is okay, average quality.",2023-11-21,2023-11-23,2023-11-25
R002318,O003270,5,Loved it!,2024-05-13,2024-05-12,2024-05-16
R002319,O003271,4,"Great product, fast delivery!",2024-06-08,2024-06-06,2024-06-10
R002320,O003272,5,Loved it!,2024-12-18,2024-12-17,2024-12-21
R002321,O003275,4,"Excellent quality, will buy again.",2024-01-28,2024-01-26,2024-01-29
R002322,O003277,5,Good value for money.,2023-05-06,2023-05-06,2023-05-10
R002323,O003280,3,"Product is okay, average quality.",2023-12-26,2023-12-29,2023-12-30
R002324,O003281,3,"Works fine, nothing special.",2024-02-18,2024-02-18,2024-02-20
R002325,O003282,3,"Works fine, nothing special.",2023-06-13,2023-06-16,2023-06-19
R002326,O003283,4,"Great product, fast delivery!",2024-01-26,2024-01-25,2024-01-28
R002327,O003285,3,Delivery took longer than expected.,2024-01-02,2024-01-01,2024-01-02
R002328,O003286,4,"Excellent quality, will buy again.",2024-12-23,2024-12-23,2024-12-26
R002329,O003287,4,Exactly as described. Very happy.,2024-03-12,2024-03-11,2024-03-13
R002330,O003288,3,"Works fine, nothing special.",2023-10-18,2023-10-21,2023-10-22
R002331,O003289,3,Decent but packaging could improve.,2024-06-27,2024-06-29,2024-07-02
R002332,O003290,4,Good value for money.,2023-05-12,2023-05-10,2023-05-12
R002333,O003291,4,"Great product, fast delivery!",2023-10-05,2023-10-05,2023-10-08
R002334,O003293,4,Exactly as described. Very happy.,2023-11-20,2023-11-18,2023-11-20
R002335,O003295,3,"Product is okay, average quality.",2023-12-27,2023-12-26,2023-12-28
R002336,O003296,3,Received a damaged item.,2024-07-24,2024-07-31,2024-08-04
R002337,O003299,3,Not worth the price.,2024-08-26,2024-09-03,2024-09-05
R002338,O003300,4,Delivery took longer than expected.,2023-06-23,2023-06-26,2023-06-28
R002339,O003301,4,"Great product, fast delivery!",2023-06-18,2023-06-17,2023-06-18
R002340,O003305,5,Loved it!,2024-04-22,2024-04-21,2024-04-24
R002341,O003306,3,Delivery took longer than expected.,2023-12-22,2023-12-25,2023-12-26
R002342,O003307,2,"Product is okay, average quality.",2023-11-16,2023-11-19,2023-11-22
R002343,O003308,4,"Works fine, nothing special.",2024-12-31,2025-01-02,2025-01-04
R002344,O003309,4,Delivery took longer than expected.,2024-02-08,2024-02-11,2024-02-15
R002345,O003311,4,Delivery took longer than expected.,2023-04-28,2023-04-30,2023-05-03
R002346,O003312,4,"Great product, fast delivery!",2024-01-08,2024-01-07,2024-01-08
R002347,O003313,3,Delivery took longer than expected.,2024-10-16,2024-10-18,2024-10-20
R002348,O003314,4,Good value for money.,2024-02-23,2024-02-22,2024-02-23
R002349,O003315,3,"Product is okay, average quality.",2024-05-08,2024-05-11,2024-05-12
R002350,O003317,5,Exactly as described. Very happy.,2023-03-18,2023-03-17,2023-03-19
R002351,O003318,4,Good value for money.,2023-11-23,2023-11-23,2023-11-27
R002352,O003321,2,Decent but packaging could improve.,2023-07-21,2023-07-24,2023-07-27
R002353,O003322,2,Decent but packaging could improve.,2025-01-01,2025-01-02,2025-01-05
R002354,O003323,3,Delivery took longer than expected.,2024-12-15,2024-12-16,2024-12-19
R002355,O003324,5,Good value for money.,2023-07-16,2023-07-15,2023-07-17
R002356,O003326,5,Exactly as described. Very happy.,2024-11-08,2024-11-08,2024-11-10
R002357,O003327,3,Decent but packaging could improve.,2024-12-10,2024-12-13,2024-12-15
R002358,O003328,5,"Great product, fast delivery!",2023-11-07,2023-11-05,2023-11-09
R002359,O003329,4,"Product is okay, average quality.",2023-08-24,2023-08-26,2023-08-29
R002360,O003330,5,Exactly as described. Very happy.,2023-12-14,2023-12-13,2023-12-16
R002361,O003331,5,Loved it!,2024-05-25,2024-05-24,2024-05-26
R002362,O003334,4,"Great product, fast delivery!",2023-03-05,2023-03-04,2023-03-07
R002363,O003335,2,"Works fine, nothing special.",2023-02-12,2023-02-13,2023-02-17
R002364,O003337,4,"Product is okay, average quality.",2023-09-15,2023-09-16,2023-09-18
R002365,O003338,4,Exactly as described. Very happy.,2023-08-14,2023-08-14,2023-08-18
R002366,O003339,4,Delivery took longer than expected.,2023-12-09,2023-12-12,2023-12-13
R002367,O003341,4,"Excellent quality, will buy again.",2023-05-24,2023-05-24,2023-05-25
R002368,O003344,4,"Works fine, nothing special.",2023-11-10,2023-11-13,2023-11-16
R002369,O003346,3,Decent but packaging could improve.,2024-02-17,2024-02-15,2024-02-17
R002370,O003347,4,"Great product, fast delivery!",2024-12-23,2024-12-22,2024-12-23
R002371,O003348,4,"Great product, fast delivery!",2023-07-05,2023-07-05,2023-07-08
R002372,O003349,5,"Great product, fast delivery!",2024-04-12,2024-04-11,2024-04-12
R002373,O003350,3,"Product is okay, average quality.",2024-05-05,2024-05-06,2024-05-09
R002374,O003351,5,"Excellent quality, will buy again.",2024-02-17,2024-02-17,2024-02-21
R002375,O003352,4,Good value for money.,2023-03-13,2023-03-13,2023-03-16
R002376,O003353,5,"Excellent quality, will buy again.",2024-04-15,2024-04-14,2024-04-15
R002377,O003355,5,"Great product, fast delivery!",2024-02-14,2024-02-12,2024-02-15
R002378,O003359,5,"Excellent quality, will buy again.",2023-01-07,2023-01-06,2023-01-09
R002379,O003361,4,Loved it!,2023-12-05,2023-12-04,2023-12-08
R002380,O003362,5,"Great product, fast delivery!",2023-06-10,2023-06-08,2023-06-09
R002381,O003363,3,Delivery took longer than expected.,2023-04-23,2023-04-26,2023-04-29
R002382,O003365,4,Exactly as described. Very happy.,2023-02-26,2023-02-26,2023-03-02
R002383,O003366,3,Decent but packaging could improve.,2023-06-12,2023-06-15,2023-06-19
R002384,O003367,3,"Product is okay, average quality.",2023-09-07,2023-09-10,2023-09-14
R002385,O003368,5,"Excellent quality, will buy again.",2024-03-31,2024-03-29,2024-03-30
R002386,O003369,4,Delivery took longer than expected.,2024-01-23,2024-01-25,2024-01-29
R002387,O003370,5,Good value for money.,2023-04-13,2023-04-12,2023-04-16
R002388,O003372,4,Delivery took longer than expected.,2023-06-21,2023-06-23,2023-06-27
R002389,O003373,4,"Product is okay, average quality.",2023-06-08,2023-06-10,2023-06-12
R002390,O003374,3,Delivery took longer than expected.,2023-11-26,2023-11-24,2023-11-26
R002391,O003375,5,Loved it!,2024-05-21,2024-05-20,2024-05-23
R002392,O003376,4,"Product is okay, average quality.",2023-06-09,2023-06-11,2023-06-15
R002393,O003379,3,"Works fine, nothing special.",2024-12-05,2024-12-05,2024-12-07
R002394,O003383,4,Loved it!,2023-03-01,2023-03-01,2023-03-03
R002395,O003384,3,"Works fine, nothing special.",2023-08-21,2023-08-23,2023-08-26
R002396,O003385,2,"Works fine, nothing special.",2023-07-23,2023-07-24,2023-07-27
R002397,O003387,1,"Very late delivery, disappointed.",2024-07-14,2024-07-24,2024-07-26
R002398,O003388,4,"Works fine, nothing special.",2024-10-25,2024-10-26,2024-10-29
R002399,O003390,4,"Great product, fast delivery!",2023-09-24,2023-09-22,2023-09-26
R002400,O003391,3,Delivery took longer than expected.,2024-05-11,2024-05-14,2024-05-16
R002401,O003392,5,"Excellent quality, will buy again.",2023-08-21,2023-08-19,2023-08-21
R002402,O003393,2,Delivery took longer than expected.,2023-02-21,2023-02-23,2023-02-27
R002403,O003396,4,Decent but packaging could improve.,2023-11-27,2023-11-28,2023-12-02
R002404,O003397,2,Decent but packaging could improve.,2023-08-30,2023-08-31,2023-09-02
R002405,O003399,5,"Great product, fast delivery!",2024-06-15,2024-06-14,2024-06-17
R002406,O003400,3,"Works fine, nothing special.",2023-08-23,2023-08-26,2023-08-28
R002407,O003402,4,"Works fine, nothing special.",2023-08-11,2023-08-12,2023-08-16
R002408,O003403,5,Loved it!,2023-11-29,2023-11-29,2023-12-02
R002409,O003405,5,"Excellent quality, will buy again.",2024-05-27,2024-05-25,2024-05-27
R002410,O003407,3,Decent but packaging could improve.,2023-06-26,2023-06-29,2023-07-01
R002411,O003408,4,Decent but packaging could improve.,2024-04-30,2024-05-02,2024-05-03
R002412,O003409,3,Decent but packaging could improve.,2024-03-13,2024-03-15,2024-03-19
R002413,O003410,5,"Excellent quality, will buy again.",2024-12-03,2024-12-01,2024-12-04
R002414,O003411,4,"Great product, fast delivery!",2023-05-10,2023-05-08,2023-05-12
R002415,O003412,3,"Product is okay, average quality.",2024-06-29,2024-06-30,2024-07-04
R002416,O003413,4,Loved it!,2024-01-28,2024-01-28,2024-01-30
R002417,O003415,3,"Product is okay, average quality.",2023-12-20,2023-12-20,2023-12-21
R002418,O003416,3,Decent but packaging could improve.,2023-09-08,2023-09-11,2023-09-14
R002419,O003417,4,Decent but packaging could improve.,2024-02-08,2024-02-11,2024-02-14
R002420,O003418,5,Loved it!,2024-11-26,2024-11-24,2024-11-26
R002421,O003419,3,Delivery took longer than expected.,2024-02-01,2024-02-03,2024-02-04
R002422,O003420,3,Delivery took longer than expected.,2024-04-01,2024-04-02,2024-04-06
R002423,O003421,3,"Works fine, nothing special.",2023-12-28,2023-12-30,2024-01-01
R002424,O003422,4,"Works fine, nothing special.",2023-02-17,2023-02-18,2023-02-22
R002425,O003424,3,"Works fine, nothing special.",2023-12-25,2023-12-26,2023-12-29
R002426,O003426,4,Loved it!,2023-05-22,2023-05-22,2023-05-26
R002427,O003427,4,Exactly as described. Very happy.,2023-12-07,2023-12-06,2023-12-07
R002428,O003429,4,Loved it!,2023-07-26,2023-07-26,2023-07-27
R002429,O003430,4,Loved it!,2023-12-01,2023-11-30,2023-12-01
R002430,O003431,5,Good value for money.,2023-04-29,2023-04-28,2023-05-02
R002431,O003433,5,"Excellent quality, will buy again.",2024-10-18,2024-10-17,2024-10-18
R002432,O003434,4,"Product is okay, average quality.",2024-05-09,2024-05-10,2024-05-13
R002433,O003435,5,"Great product, fast delivery!",2023-03-22,2023-03-20,2023-03-21
R002434,O003436,3,Not worth the price.,2024-07-08,2024-07-14,2024-07-15
R002435,O003437,1,Not worth the price.,2024-08-30,2024-09-06,2024-09-07
R002436,O003438,3,Delivery took longer than expected.,2024-07-01,2024-07-01,2024-07-03
R002437,O003440,4,Good value for money.,2024-03-14,2024-03-14,2024-03-16
R002438,O003441,2,Not worth the price.,2024-09-19,2024-09-26,2024-09-27
R002439,O003442,5,Loved it!,2024-02-23,2024-02-21,2024-02-25
R002440,O003445,4,Decent but packaging could improve.,2023-12-05,2023-12-06,2023-12-10
R002441,O003447,4,Loved it!,2024-03-28,2024-03-28,2024-03-29
R002442,O003449,3,Delivery took longer than expected.,2023-11-13,2023-11-14,2023-11-15
R002443,O003450,3,"Works fine, nothing special.",2023-07-22,2023-07-23,2023-07-27
R002444,O003453,2,"Works fine, nothing special.",2024-05-29,2024-05-30,2024-06-01
R002445,O003454,2,"Very late delivery, disappointed.",2024-07-08,2024-07-17,2024-07-18
R002446,O003455,5,Good value for money.,2023-05-18,2023-05-17,2023-05-19
R002447,O003456,4,"Excellent quality, will buy again.",2023-03-09,2023-03-09,2023-03-11
R002448,O003459,5,Loved it!,2024-01-01,2024-01-01,2024-01-05
R002449,O003460,5,Exactly as described. Very happy.,2023-11-25,2023-11-24,2023-11-27
R002450,O003462,4,Exactly as described. Very happy.,2024-04-10,2024-04-08,2024-04-11
R002451,O003463,2,Delivery took longer than expected.,2024-10-25,2024-10-27,2024-10-29
R002452,O003464,1,"Very late delivery, disappointed.",2024-09-25,2024-10-05,2024-10-06
R002453,O003467,4,Decent but packaging could improve.,2023-03-11,2023-03-14,2023-03-17
R002454,O003469,2,"Works fine, nothing special.",2023-07-15,2023-07-16,2023-07-18
R002455,O003470,4,"Works fine, nothing special.",2023-04-26,2023-04-29,2023-04-30
R002456,O003471,4,Decent but packaging could improve.,2023-07-22,2023-07-24,2023-07-28
R002457,O003474,3,"Product is okay, average quality.",2024-04-03,2024-04-01,2024-04-04
R002458,O003475,1,Received a damaged item.,2024-09-08,2024-09-14,2024-09-18
R002459,O003476,4,Decent but packaging could improve.,2024-05-21,2024-05-23,2024-05-25
R002460,O003477,4,Decent but packaging could improve.,2023-04-02,2023-04-03,2023-04-06
R002461,O003478,4,"Excellent quality, will buy again.",2024-06-18,2024-06-16,2024-06-20
R002462,O003479,5,Good value for money.,2023-07-26,2023-07-25,2023-07-29
R002463,O003480,4,"Works fine, nothing special.",2024-03-26,2024-03-29,2024-04-01
R002464,O003481,4,Exactly as described. Very happy.,2023-09-14,2023-09-14,2023-09-18
R002465,O003482,2,Decent but packaging could improve.,2024-12-14,2024-12-15,2024-12-18
R002466,O003484,4,"Product is okay, average quality.",2023-07-27,2023-07-30,2023-08-02
R002467,O003485,2,Delivery took longer than expected.,2024-11-24,2024-11-27,2024-11-30
R002468,O003487,3,Decent but packaging could improve.,2024-05-14,2024-05-14,2024-05-15
R002469,O003488,4,"Great product, fast delivery!",2024-06-11,2024-06-11,2024-06-14
R002470,O003489,1,"Poor packaging, item was scratched.",2024-09-13,2024-09-23,2024-09-25
R002471,O003490,4,Decent but packaging could improve.,2024-12-16,2024-12-18,2024-12-22
R002472,O003491,4,Loved it!,2024-12-21,2024-12-20,2024-12-23
R002473,O003492,5,"Excellent quality, will buy again.",2023-02-19,2023-02-17,2023-02-21
R002474,O003493,1,Not worth the price.,2024-09-30,2024-10-07,2024-10-08
R002475,O003494,2,"Product is okay, average quality.",2024-03-20,2024-03-22,2024-03-25
R002476,O003495,4,Delivery took longer than expected.,2024-03-20,2024-03-22,2024-03-24
R002477,O003497,4,Delivery took longer than expected.,2024-05-03,2024-05-04,2024-05-06
R002478,O003499,4,Good value for money.,2024-11-28,2024-11-27,2024-12-01
R002479,O003500,3,"Product is okay, average quality.",2023-11-12,2023-11-15,2023-11-18
R002480,O003503,1,Product quality not as expected.,2024-09-15,2024-09-25,2024-09-29
R002481,O003504,5,Exactly as described. Very happy.,2024-05-12,2024-05-10,2024-05-11
R002482,O003505,5,Good value for money.,2023-11-23,2023-11-21,2023-11-23
R002483,O003506,4,Decent but packaging could improve.,2023-02-14,2023-02-17,2023-02-18
R002484,O003507,5,"Great product, fast delivery!",2023-11-07,2023-11-05,2023-11-07
R002485,O003508,3,Delivery took longer than expected.,2023-11-21,2023-11-21,2023-11-25
R002486,O003509,3,Delivery took longer than expected.,2024-11-11,2024-11-10,2024-11-13
R002487,O003510,2,Decent but packaging could improve.,2024-03-17,2024-03-18,2024-03-22
R002488,O003511,3,"Works fine, nothing special.",2023-09-03,2023-09-06,2023-09-10
R002489,O003512,5,"Excellent quality, will buy again.",2023-12-12,2023-12-11,2023-12-13
R002490,O003513,4,Loved it!,2023-02-28,2023-02-27,2023-03-03
R002491,O003515,3,Decent but packaging could improve.,2023-09-27,2023-09-25,2023-09-27
R002492,O003516,4,Decent but packaging could improve.,2024-01-01,2024-01-04,2024-01-05
R002493,O003517,5,"Great product, fast delivery!",2023-09-23,2023-09-21,2023-09-23
R002494,O003518,3,"Product is okay, average quality.",2024-04-24,2024-04-25,2024-04-29
R002495,O003519,3,Decent but packaging could improve.,2024-04-27,2024-04-30,2024-05-01
R002496,O003521,3,Decent but packaging could improve.,2023-08-02,2023-08-02,2023-08-06
R002497,O003522,3,"Works fine, nothing special.",2023-08-31,2023-09-02,2023-09-04
R002498,O003523,4,"Great product, fast delivery!",2023-04-25,2023-04-24,2023-04-28
R002499,O003524,5,Exactly as described. Very happy.,2024-04-10,2024-04-10,2024-04-12
R002500,O003525,4,Decent but packaging could improve.,2023-03-02,2023-03-03,2023-03-06
R002501,O003526,4,Delivery took longer than expected.,2024-02-11,2024-02-13,2024-02-16
R002502,O003527,4,"Excellent quality, will buy again.",2024-10-20,2024-10-20,2024-10-24
R002503,O003528,4,Good value for money.,2024-11-17,2024-11-16,2024-11-17
R002504,O003529,2,"Works fine, nothing special.",2023-12-04,2023-12-06,2023-12-09
R002505,O003530,4,"Product is okay, average quality.",2023-11-08,2023-11-09,2023-11-13
R002506,O003532,2,"Product is okay, average quality.",2024-05-02,2024-05-05,2024-05-07
R002507,O003533,1,"Poor packaging, item was scratched.",2024-09-07,2024-09-13,2024-09-14
R002508,O003535,2,"Product is okay, average quality.",2023-11-22,2023-11-24,2023-11-26
R002509,O003536,4,"Works fine, nothing special.",2024-10-06,2024-10-07,2024-10-10
R002510,O003537,3,Decent but packaging could improve.,2024-11-09,2024-11-11,2024-11-12
R002511,O003538,5,Good value for money.,2023-07-09,2023-07-08,2023-07-12
R002512,O003539,4,Exactly as described. Very happy.,2024-01-21,2024-01-19,2024-01-20
R002513,O003540,3,"Product is okay, average quality.",2023-05-12,2023-05-14,2023-05-15
R002514,O003541,3,Decent but packaging could improve.,2023-03-18,2023-03-21,2023-03-22
R002515,O003543,3,Received a damaged item.,2024-09-08,2024-09-17,2024-09-18
R002516,O003544,3,"Works fine, nothing special.",2024-07-01,2024-06-29,2024-07-01
R002517,O003546,4,Decent but packaging could improve.,2024-10-11,2024-10-12,2024-10-14
R002518,O003548,5,Exactly as described. Very happy.,2023-09-08,2023-09-07,2023-09-10
R002519,O003549,4,Good value for money.,2024-01-27,2024-01-26,2024-01-29
R002520,O003551,4,"Product is okay, average quality.",2024-06-28,2024-07-01,2024-07-04
R002521,O003554,3,Delivery took longer than expected.,2023-05-25,2023-05-27,2023-05-31
R002522,O003555,3,"Product is okay, average quality.",2023-05-16,2023-05-18,2023-05-19
R002523,O003559,5,Good value for money.,2023-01-07,2023-01-05,2023-01-07
R002524,O003560,5,"Excellent quality, will buy again.",2023-02-08,2023-02-08,2023-02-09
R002525,O003562,2,Not worth the price.,2024-09-23,2024-10-03,2024-10-06
R002526,O003564,5,Exactly as described. Very happy.,2023-10-04,2023-10-04,2023-10-05
R002527,O003565,3,Delivery took longer than expected.,2024-02-21,2024-02-24,2024-02-25
R002528,O003566,4,"Great product, fast delivery!",2023-07-25,2023-07-24,2023-07-28
R002529,O003568,2,"Product is okay, average quality.",2024-07-01,2024-07-02,2024-07-05
R002530,O003569,3,"Product is okay, average quality.",2024-03-16,2024-03-17,2024-03-18
R002531,O003570,4,"Excellent quality, will buy again.",2024-02-17,2024-02-16,2024-02-17
R002532,O003571,2,"Works fine, nothing special.",2024-06-23,2024-06-25,2024-06-29
R002533,O003572,4,"Great product, fast delivery!",2024-04-22,2024-04-21,2024-04-23
R002534,O003573,3,"Works fine, nothing special.",2023-06-17,2023-06-17,2023-06-20
R002535,O003575,5,"Excellent quality, will buy again.",2023-04-29,2023-04-27,2023-04-28
R002536,O003576,3,"Product is okay, average quality.",2023-05-05,2023-05-07,2023-05-10
R002537,O003577,5,"Excellent quality, will buy again.",2024-04-24,2024-04-22,2024-04-26
R002538,O003578,4,"Great product, fast delivery!",2024-10-18,2024-10-17,2024-10-18
R002539,O003579,3,Decent but packaging could improve.,2024-12-10,2024-12-13,2024-12-15
R002540,O003580,4,Decent but packaging could improve.,2024-03-29,2024-03-31,2024-04-01
R002541,O003583,3,Product quality not as expected.,2024-08-06,2024-08-13,2024-08-15
R002542,O003585,4,Delivery took longer than expected.,2024-03-21,2024-03-24,2024-03-25
R002543,O003588,2,"Very late delivery, disappointed.",2024-10-05,2024-10-10,2024-10-13
R002544,O003590,4,"Product is okay, average quality.",2024-06-24,2024-06-27,2024-06-29
R002545,O003591,5,Exactly as described. Very happy.,2024-10-11,2024-10-11,2024-10-14
R002546,O003592,4,Loved it!,2023-07-20,2023-07-19,2023-07-22
R002547,O003593,4,"Works fine, nothing special.",2024-03-24,2024-03-25,2024-03-27
R002548,O003594,4,Exactly as described. Very happy.,2023-08-20,2023-08-20,2023-08-23
R002549,O003596,3,"Product is okay, average quality.",2023-01-23,2023-01-25,2023-01-28
R002550,O003597,4,Delivery took longer than expected.,2024-02-28,2024-03-01,2024-03-05
R002551,O003598,4,Delivery took longer than expected.,2023-05-07,2023-05-10,2023-05-12
R002552,O003599,4,"Excellent quality, will buy again.",2024-05-12,2024-05-12,2024-05-15
R002553,O003600,4,Decent but packaging could improve.,2023-05-31,2023-06-02,2023-06-04
R002554,O003603,4,Good value for money.,2024-11-13,2024-11-13,2024-11-17
R002555,O003604,4,Exactly as described. Very happy.,2023-06-16,2023-06-16,2023-06-17
R002556,O003605,5,Loved it!,2023-04-14,2023-04-12,2023-04-13
R002557,O003607,4,Decent but packaging could improve.,2023-12-29,2024-01-01,2024-01-04
R002558,O003608,3,"Works fine, nothing special.",2024-11-11,2024-11-14,2024-11-18
R002559,O003610,4,Decent but packaging could improve.,2024-03-08,2024-03-11,2024-03-12
R002560,O003611,3,Decent but packaging could improve.,2023-06-23,2023-06-25,2023-06-26
R002561,O003612,4,"Product is okay, average quality.",2023-05-27,2023-05-30,2023-06-01
R002562,O003613,5,Good value for money.,2024-04-14,2024-04-14,2024-04-17
R002563,O003615,5,Exactly as described. Very happy.,2024-06-28,2024-06-27,2024-06-28
R002564,O003616,4,Decent but packaging could improve.,2023-08-12,2023-08-13,2023-08-16
R002565,O003617,2,Delivery took longer than expected.,2023-11-30,2023-12-02,2023-12-05
R002566,O003621,3,"Product is okay, average quality.",2023-09-03,2023-09-05,2023-09-06
R002567,O003624,4,Delivery took longer than expected.,2023-07-25,2023-07-28,2023-08-01
R002568,O003625,5,Exactly as described. Very happy.,2024-12-04,2024-12-04,2024-12-08
R002569,O003626,4,"Works fine, nothing special.",2023-07-21,2023-07-24,2023-07-28
R002570,O003627,3,Delivery took longer than expected.,2024-12-04,2024-12-04,2024-12-07
R002571,O003628,4,"Product is okay, average quality.",2023-04-02,2023-04-05,2023-04-07
R002572,O003631,4,"Works fine, nothing special.",2023-06-01,2023-06-03,2023-06-05
R002573,O003632,2,Delivery took longer than expected.,2024-12-09,2024-12-12,2024-12-16
R002574,O003633,3,"Product is okay, average quality.",2023-11-30,2023-12-02,2023-12-03
R002575,O003634,4,Exactly as described. Very happy.,2024-12-26,2024-12-24,2024-12-27
R002576,O003636,4,Decent but packaging could improve.,2023-08-15,2023-08-17,2023-08-20
R002577,O003637,2,Decent but packaging could improve.,2023-05-25,2023-05-26,2023-05-27
R002578,O003638,2,Delivery took longer than expected.,2023-08-26,2023-08-27,2023-08-29
R002579,O003639,2,"Works fine, nothing special.",2023-03-25,2023-03-26,2023-03-27
R002580,O003642,3,Decent but packaging could improve.,2023-11-07,2023-11-07,2023-11-09
R002581,O003646,5,"Excellent quality, will buy again.",2024-03-12,2024-03-10,2024-03-14
R002582,O003647,4,Decent but packaging could improve.,2023-06-11,2023-06-12,2023-06-13
R002583,O003648,5,"Great product, fast delivery!",2023-04-02,2023-04-02,2023-04-04
R002584,O003649,3,Delivery took longer than expected.,2023-06-02,2023-06-03,2023-06-07
R002585,O003650,4,"Excellent quality, will buy again.",2024-12-04,2024-12-04,2024-12-05
R002586,O003651,1,"Very late delivery, disappointed.",2024-09-18,2024-09-26,2024-09-28
R002587,O003652,5,Good value for money.,2023-09-21,2023-09-19,2023-09-20
R002588,O003653,4,Exactly as described. Very happy.,2024-04-27,2024-04-27,2024-04-30
R002589,O003654,4,Delivery took longer than expected.,2024-01-31,2024-02-02,2024-02-05
R002590,O003656,4,Loved it!,2024-04-17,2024-04-17,2024-04-20
R002591,O003657,4,Delivery took longer than expected.,2024-03-31,2024-04-01,2024-04-02
R002592,O003658,3,Delivery took longer than expected.,2023-08-03,2023-08-05,2023-08-07
R002593,O003659,2,"Works fine, nothing special.",2023-02-22,2023-02-25,2023-03-01
R002594,O003661,4,"Product is okay, average quality.",2024-12-03,2024-12-05,2024-12-08
R002595,O003662,4,Loved it!,2024-01-31,2024-01-31,2024-02-01
R002596,O003665,3,"Works fine, nothing special.",2023-05-20,2023-05-22,2023-05-23
R002597,O003666,5,"Great product, fast delivery!",2024-05-13,2024-05-12,2024-05-16
R002598,O003667,4,Exactly as described. Very happy.,2024-04-27,2024-04-27,2024-05-01
R002599,O003668,3,"Product is okay, average quality.",2024-12-17,2024-12-16,2024-12-20
R002600,O003669,5,Good value for money.,2024-12-30,2024-12-29,2025-01-02
R002601,O003670,3,Delivery took longer than expected.,2024-05-15,2024-05-17,2024-05-18
R002602,O003674,3,Decent but packaging could improve.,2024-07-25,2024-07-28,2024-07-29
R002603,O003675,5,Exactly as described. Very happy.,2024-11-24,2024-11-22,2024-11-25
R002604,O003677,3,"Product is okay, average quality.",2024-03-25,2024-03-27,2024-03-28
R002605,O003679,5,"Excellent quality, will buy again.",2023-11-15,2023-11-15,2023-11-17
R002606,O003681,5,Good value for money.,2024-06-07,2024-06-06,2024-06-09
R002607,O003682,5,Loved it!,2024-11-19,2024-11-17,2024-11-19
R002608,O003684,4,Delivery took longer than expected.,2023-05-14,2023-05-17,2023-05-21
R002609,O003685,4,"Product is okay, average quality.",2024-10-28,2024-10-29,2024-10-31
R002610,O003687,3,Delivery took longer than expected.,2023-07-30,2023-08-02,2023-08-06
R002611,O003688,2,"Product is okay, average quality.",2023-02-06,2023-02-09,2023-02-11
R002612,O003690,4,Good value for money.,2024-11-19,2024-11-19,2024-11-20
R002613,O003691,4,"Works fine, nothing special.",2024-03-30,2024-03-31,2024-04-04
R002614,O003692,2,Decent but packaging could improve.,2024-05-31,2024-06-03,2024-06-05
R002615,O003693,4,Delivery took longer than expected.,2023-07-16,2023-07-18,2023-07-21
R002616,O003694,5,Exactly as described. Very happy.,2024-05-15,2024-05-14,2024-05-16
R002617,O003695,4,Decent but packaging could improve.,2023-01-10,2023-01-11,2023-01-15
R002618,O003696,5,Good value for money.,2023-10-17,2023-10-16,2023-10-19
R002619,O003699,4,Decent but packaging could improve.,2024-09-22,2024-09-25,2024-09-29
R002620,O003702,4,Delivery took longer than expected.,2023-10-26,2023-10-29,2023-11-02
R002621,O003703,4,Delivery took longer than expected.,2024-02-15,2024-02-16,2024-02-20
